name_loc,lat,lon,aux_bioclim_01,aux_bioclim_02,aux_bioclim_03,aux_bioclim_04,aux_bioclim_05,aux_bioclim_06,aux_bioclim_07,aux_bioclim_08,aux_bioclim_09,aux_bioclim_10,aux_bioclim_11,aux_bioclim_12,aux_bioclim_13,aux_bioclim_14,aux_bioclim_15,aux_bioclim_16,aux_bioclim_17,aux_bioclim_18,aux_bioclim_19,aux_corine_frac_111,aux_corine_frac_112,aux_corine_frac_121,aux_corine_frac_122,aux_corine_frac_123,aux_corine_frac_124,aux_corine_frac_131,aux_corine_frac_132,aux_corine_frac_133,aux_corine_frac_141,aux_corine_frac_142,aux_corine_frac_211,aux_corine_frac_212,aux_corine_frac_213,aux_corine_frac_221,aux_corine_frac_222,aux_corine_frac_223,aux_corine_frac_231,aux_corine_frac_241,aux_corine_frac_242,aux_corine_frac_243,aux_corine_frac_244,aux_corine_frac_311,aux_corine_frac_312,aux_corine_frac_313,aux_corine_frac_321,aux_corine_frac_322,aux_corine_frac_323,aux_corine_frac_324,aux_corine_frac_331,aux_corine_frac_332,aux_corine_frac_333,aux_corine_frac_334,aux_corine_frac_335,aux_corine_frac_411,aux_corine_frac_412,aux_corine_frac_421,aux_corine_frac_422,aux_corine_frac_423,aux_corine_frac_511,aux_corine_frac_512,aux_corine_frac_521,aux_corine_frac_522,aux_corine_frac_523,aux_corine_frac_top_1,aux_corine_frac_top_2,aux_corine_frac_top_3,aux_corine_frac_top_4,aux_corine_frac_top_5,target_Aglais_io,target_Aglais_urt,target_Anthochari,target_Apatura_ir,target_Aphantopus,target_Argynnis_p,target_Aricia_age,target_Aricia_art,target_Boloria_se,target_Callophrys,target_Carterocep,target_Celastrina,target_Clossiana,target_Coenonym_1,target_Coenonymph,target_Colias_cro,target_Cupido_min,target_Erebia_aet,target_Erebia_epi,target_Erynnis_ta,target_Euclidia_g,target_Euphydryas,target_Fabriciana,target_Fixsenia_p,target_Gonepteryx,target_Hamearis_l,target_Hesperia_c,target_Hipparchia,target_Ladoga_cam,target_Lasiommata,target_Leptidea_s,target_Lycaena_ph,target_Lysandra_b,target_Lysandra_c,target_Maniola_ju,target_Melanargia,target_Melitaea_c,target_Mellicta_a,target_Nymphali_1,target_Nymphalis,target_Ochlodes_v,target_Odezia_atr,target_Papilio_ma,target_Pararge_ae,target_Pieris_bra,target_Pieris_nap,target_Pieris_rap,target_Plebejus_a,target_Polygonia,target_Polyommatu,target_Pyrgus_mal,target_Pyronia_ti,target_Quercusia,target_Satyrium_w,target_Speyeria_a,target_Thecla_bet,target_Thymelic_1,target_Thymelic_2,target_Thymelicus,target_Tyria_jaco,target_Vanessa_at,target_Vanessa_ca
UKBMS_loc-0000,50.9568175996457,-2.165110867380443,8.9,7.4,36.0,46.46,20.5,0.1,20.4,4.3,13.5,15.1,3.4000000000000004,845.0,96.0,52.0,20.0,273.0,170.0,174.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3432135127189104,0.0,0.0,0.0,0.0,0.0,0.4620339217750176,0.0,0.0,0.0,0.0,0.0,0.0,0.194752565506072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_313,corine_frac_124,corine_frac_311,0.319148936170213,0.127659574468085,0.191489361702128,0.0,0.25531914893617,0.148936170212766,0.276595744680851,0.0,0.0,0.127659574468085,0.0,0.106382978723404,0.0,0.0,0.851063829787234,0.106382978723404,0.212765957446809,0.0,0.0,0.25531914893617,0.0,0.063829787234043,0.0,0.0,0.765957446808511,0.0,0.063829787234043,0.0,0.0,0.021276595744681,0.0,0.553191489361702,0.553191489361702,0.25531914893617,0.702127659574468,0.297872340425532,0.0,0.0,0.0,0.0,0.191489361702128,0.0,0.0,0.723404255319149,0.48936170212766,0.404255319148936,0.702127659574468,0.0,0.191489361702128,0.74468085106383,0.191489361702128,0.319148936170213,0.0,0.0,0.297872340425532,0.0,0.25531914893617,0.0,0.063829787234043,0.0,0.297872340425532,0.212765957446809
UKBMS_loc-0001,50.77529452253762,-2.646667312485656,8.9,6.9,34.0,46.81,20.3,0.4,19.9,4.2,10.7,15.2,3.3000000000000003,876.0,99.0,54.0,20.0,283.0,173.0,179.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7471580739487395,0.0,0.0,0.0,0.0,0.2528419260512605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_311,corine_frac_324,corine_frac_111,corine_frac_423,0.271186440677966,0.135593220338983,0.186440677966102,0.0,0.296610169491525,0.288135593220339,0.067796610169491,0.0,0.0,0.008474576271186,0.0,0.084745762711864,0.0,0.0,0.440677966101695,0.067796610169491,0.0,0.0,0.0,0.110169491525424,0.0,0.076271186440678,0.0,0.0,0.279661016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.203389830508475,0.0,0.0,0.584745762711864,0.305084745762712,0.0,0.0,0.0,0.0,0.254237288135593,0.0,0.0,0.805084745762712,0.406779661016949,0.533898305084746,0.550847457627119,0.0,0.110169491525424,0.610169491525424,0.110169491525424,0.322033898305085,0.033898305084746,0.0,0.025423728813559,0.0,0.305084745762712,0.0,0.0,0.0,0.271186440677966,0.26271186440678
UKBMS_loc-0002,50.888114214906814,-0.8285021401267728,9.6,7.7,35.0,48.92,21.5,0.0,21.5,4.4,14.5,16.0,3.4000000000000004,894.0,102.0,54.0,22.0,294.0,171.0,177.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4555857618537454,0.0,0.0,0.0,0.0,0.0,0.083049799645657,0.0,0.0,0.0,0.0,0.3176458608924404,0.0,0.1437185776081571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_211,corine_frac_311,corine_frac_313,corine_frac_231,corine_frac_222,0.25,0.05,0.15,0.0,0.4,0.4,0.6,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.85,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.1,0.0,0.0,0.55,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.0,0.65,0.45,0.95,0.0,0.45,0.65,0.15,0.4,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.4,0.0
UKBMS_loc-0003,50.59723171030471,-1.966044307299797,10.0,7.6,38.0,43.71,21.0,1.3,19.700000000000003,5.7,14.1,15.7,4.7,826.0,97.0,45.0,24.0,278.0,154.0,155.0,254.0,0.0,0.2048451684618419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4935861640590672,0.0,0.0,0.0,0.0,0.0104440491587177,0.0,0.0,0.0,0.074553280795462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216571337524911,corine_frac_231,corine_frac_523,corine_frac_112,corine_frac_322,corine_frac_311,0.31858407079646,0.150442477876106,0.123893805309734,0.0,0.185840707964602,0.070796460176991,0.194690265486726,0.0,0.0,0.0,0.0,0.300884955752212,0.0,0.0,0.752212389380531,0.061946902654867,0.380530973451327,0.0,0.0,0.176991150442478,0.0,0.0,0.0,0.0,0.044247787610619,0.0,0.0,0.115044247787611,0.0,0.530973451327434,0.0,0.247787610619469,0.300884955752212,0.053097345132743,0.690265486725664,0.300884955752212,0.0,0.0,0.0,0.0,0.265486725663717,0.0,0.0,0.884955752212389,0.398230088495575,0.115044247787611,0.63716814159292,0.0,0.238938053097345,0.707964601769911,0.035398230088495,0.345132743362832,0.0,0.0,0.106194690265487,0.0,0.31858407079646,0.283185840707965,0.0,0.0,0.469026548672566,0.31858407079646
UKBMS_loc-0004,52.409226219374005,-0.22996079551824386,9.8,7.4,34.0,48.53,21.200000000000003,-0.1,21.3,16.0,4.3,16.0,3.6,545.0,52.0,31.0,11.0,148.0,117.0,148.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6975637539454149,0.0,0.0,0.0,0.0,0.0,8.079215673885568e-05,0.0,0.0,0.0,0.0,0.244392648845954,0.0,0.0579628050518921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_211,corine_frac_311,corine_frac_313,corine_frac_231,corine_frac_112,0.541666666666667,0.0,0.354166666666667,0.041666666666667,0.291666666666667,0.354166666666667,0.208333333333333,0.0,0.0,0.0,0.0,0.291666666666667,0.0,0.0,0.020833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145833333333333,0.479166666666667,0.0,0.0,0.0,0.1875,0.0,0.0,0.020833333333333,0.0,0.0,0.4375,0.020833333333333,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.958333333333333,0.666666666666667,0.791666666666667,0.354166666666667,0.0,0.520833333333333,0.083333333333333,0.0,0.25,0.104166666666667,0.0625,0.0,0.0,0.208333333333333,0.0,0.020833333333333,0.0,0.3125,0.104166666666667
UKBMS_loc-0005,50.801473207999436,0.19111344445767944,9.9,7.9,37.0,47.17,21.6,0.8,20.8,7.5,14.5,16.0,4.1000000000000005,744.0,85.0,47.0,23.0,245.0,144.0,148.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9550556010540768,0.0,0.0,0.0,0.0,0.0449443989459233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_311,corine_frac_212,corine_frac_122,corine_frac_221,0.368421052631579,0.157894736842105,0.052631578947368,0.0,0.263157894736842,0.298245614035088,0.350877192982456,0.0,0.0,0.298245614035088,0.0,0.017543859649123,0.0,0.0,0.789473684210526,0.070175438596491,0.087719298245614,0.0,0.0,0.228070175438596,0.0,0.0,0.0,0.0,0.789473684210526,0.0,0.210526315789474,0.0,0.175438596491228,0.280701754385965,0.0,0.754385964912281,0.245614035087719,0.403508771929824,0.684210526315789,0.298245614035088,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.543859649122807,0.614035087719298,0.350877192982456,0.649122807017544,0.0,0.210526315789474,0.789473684210526,0.280701754385965,0.350877192982456,0.0,0.0,0.333333333333333,0.0,0.140350877192982,0.0,0.157894736842105,0.0,0.421052631578947,0.263157894736842
UKBMS_loc-0006,50.63320237694067,-1.9660189086806323,9.8,7.6,38.0,43.94,20.8,1.1,19.700000000000003,5.4,13.9,15.5,4.5,839.0,98.0,46.0,24.0,282.0,157.0,158.0,258.0,0.0,0.0261993344373723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369888784719116,0.1782710768765445,0.0,0.0,0.0,0.0,0.0,0.579347926015267,0.0,0.0,0.0779011482288246,0.0,0.0,0.0,0.0,0.0,0.1012916359700798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_322,corine_frac_243,corine_frac_142,0.490196078431372,0.156862745098039,0.235294117647059,0.0,0.196078431372549,0.019607843137255,0.745098039215686,0.0,0.0,0.176470588235294,0.0,0.392156862745098,0.0,0.0,0.764705882352941,0.196078431372549,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.07843137254902,0.0,0.0,0.0,0.0,0.411764705882353,0.0,0.352941176470588,0.666666666666667,0.03921568627451,0.627450980392157,0.372549019607843,0.0,0.0,0.0,0.0,0.372549019607843,0.0,0.0,0.980392156862745,0.549019607843137,0.156862745098039,0.666666666666667,0.0,0.294117647058823,0.823529411764706,0.0,0.333333333333333,0.0,0.0,0.254901960784314,0.0,0.254901960784314,0.294117647058823,0.0,0.0,0.470588235294118,0.098039215686274
UKBMS_loc-0007,50.850689675040115,-0.04810189023204234,9.6,8.0,38.0,47.23,21.4,0.4,21.0,7.1000000000000005,14.2,15.8,3.8,725.0,77.0,46.0,19.0,228.0,149.0,153.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1144236362307537,0.0,0.0,0.0,0.0,0.0,0.8855763637692463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_335,corine_frac_423,corine_frac_333,0.48936170212766,0.085106382978723,0.0,0.0,0.148936170212766,0.0,0.404255319148936,0.0,0.0,0.042553191489362,0.0,0.0,0.0,0.0,0.872340425531915,0.127659574468085,0.319148936170213,0.0,0.0,0.234042553191489,0.0,0.0,0.0,0.0,0.085106382978723,0.0,0.0,0.0,0.0,0.361702127659574,0.0,0.48936170212766,0.531914893617021,0.468085106382979,0.723404255319149,0.297872340425532,0.0,0.0,0.0,0.0,0.234042553191489,0.0,0.0,0.127659574468085,0.48936170212766,0.0,0.723404255319149,0.0,0.021276595744681,0.787234042553192,0.063829787234043,0.276595744680851,0.0,0.0,0.297872340425532,0.0,0.021276595744681,0.0,0.021276595744681,0.0,0.127659574468085,0.170212765957447
UKBMS_loc-0008,51.789667247461324,-1.0952734329310803,9.8,7.5,35.0,47.45,21.4,0.5,20.9,7.300000000000001,6.2,15.9,3.8,629.0,61.0,37.0,13.0,177.0,129.0,159.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311728494388841,0.0,0.0,0.0,0.0,0.0,0.0281135176083983,0.0,0.0,0.0,0.0,0.4001242326767698,0.0405894002759477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_211,corine_frac_311,corine_frac_312,corine_frac_231,corine_frac_335,0.329545454545454,0.136363636363636,0.238636363636364,0.011363636363636,0.284090909090909,0.329545454545454,0.284090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636,0.011363636363636,0.0,0.0,0.0,0.113636363636364,0.0,0.0,0.0,0.113636363636364,0.397727272727273,0.0,0.0,0.0,0.034090909090909,0.0,0.0,0.272727272727273,0.0,0.0,0.465909090909091,0.238636363636364,0.0,0.0,0.0,0.0,0.352272727272727,0.0,0.0,0.772727272727273,0.568181818181818,0.613636363636364,0.602272727272727,0.0,0.420454545454545,0.534090909090909,0.0,0.272727272727273,0.079545454545455,0.0,0.0,0.0,0.193181818181818,0.0,0.011363636363636,0.0,0.170454545454545,0.136363636363636
UKBMS_loc-0010,51.06262982265452,-1.2807509049464718,10.1,7.6,36.0,46.78,21.5,0.8,20.700000000000003,5.1000000000000005,14.7,16.1,4.2,778.0,86.0,47.0,20.0,251.0,157.0,160.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095859923376425,0.840632594536183,0.0,0.0,0.0,0.0,0.0,0.1497814131261744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_211,corine_frac_231,corine_frac_142,corine_frac_213,corine_frac_133,0.309523809523809,0.25,0.166666666666667,0.0,0.309523809523809,0.011904761904762,0.547619047619048,0.0,0.0,0.119047619047619,0.0,0.369047619047619,0.0,0.0,0.595238095238095,0.166666666666667,0.285714285714286,0.0,0.0,0.130952380952381,0.0,0.0,0.0,0.0,0.773809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714286,0.035714285714286,0.380952380952381,0.702380952380952,0.309523809523809,0.0,0.0,0.0,0.0,0.19047619047619,0.0,0.0,0.380952380952381,0.309523809523809,0.285714285714286,0.738095238095238,0.0,0.202380952380952,0.714285714285714,0.178571428571428,0.285714285714286,0.0,0.0,0.047619047619048,0.0,0.047619047619048,0.0,0.023809523809524,0.0,0.357142857142857,0.166666666666667
UKBMS_loc-0011,51.171082666376016,0.9668347652088777,9.4,6.800000000000001,34.0,48.06,20.6,0.6000000000000001,20.0,7.1000000000000005,11.0,15.6,3.5,710.0,79.0,47.0,18.0,224.0,147.0,155.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4459546998151144,0.0,0.0,0.0,0.0,0.0,0.5085887443945567,0.0,0.0,0.0,0.0,0.0454565557903289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_311,corine_frac_131,corine_frac_223,0.256410256410256,0.128205128205128,0.230769230769231,0.0,0.256410256410256,0.0,0.615384615384615,0.0,0.0,0.153846153846154,0.0,0.179487179487179,0.0,0.0,0.846153846153846,0.230769230769231,0.0,0.0,0.0,0.205128205128205,0.0,0.0,0.0,0.0,0.641025641025641,0.025641025641026,0.076923076923077,0.0,0.0,0.384615384615385,0.0,0.307692307692308,0.41025641025641,0.384615384615385,0.641025641025641,0.256410256410256,0.0,0.0,0.0,0.0,0.307692307692308,0.0,0.0,0.769230769230769,0.692307692307692,0.102564102564103,0.666666666666667,0.0,0.205128205128205,0.743589743589744,0.0,0.282051282051282,0.0,0.0,0.025641025641026,0.0,0.025641025641026,0.0,0.025641025641026,0.0,0.333333333333333,0.256410256410256
UKBMS_loc-0013,50.914197550022315,-0.742497773093542,9.5,7.800000000000001,36.0,48.79,21.5,-0.1,21.6,4.3,14.4,15.9,3.4000000000000004,875.0,98.0,53.0,21.0,285.0,169.0,175.0,252.0,0.0,0.0449997907248764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1628769489842387,0.0,0.0,0.0,0.0,0.0,0.7903921665439003,0.0,0.0,0.0,0.0,0.0,0.0,0.0017310937469846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_112,corine_frac_313,corine_frac_523,0.306122448979592,0.142857142857143,0.163265306122449,0.0,0.306122448979592,0.061224489795918,0.448979591836735,0.0,0.0,0.26530612244898,0.0,0.204081632653061,0.0,0.0,0.836734693877551,0.040816326530612,0.142857142857143,0.0,0.0,0.204081632653061,0.0,0.0,0.0,0.0,0.775510204081633,0.0,0.0,0.0,0.0,0.0,0.0,0.326530612244898,0.0,0.102040816326531,0.693877551020408,0.306122448979592,0.0,0.0,0.0,0.0,0.26530612244898,0.0,0.0,0.877551020408163,0.551020408163265,0.36734693877551,0.551020408163265,0.0,0.346938775510204,0.775510204081633,0.224489795918367,0.306122448979592,0.0,0.020408163265306,0.183673469387755,0.040816326530612,0.326530612244898,0.0,0.163265306122449,0.0,0.448979591836735,0.326530612244898
UKBMS_loc-0014,51.34925986157783,-1.1183302450997055,9.7,7.6,36.0,47.77,21.3,0.2,21.1,4.5,6.1000000000000005,15.8,3.6,738.0,78.0,49.0,17.0,227.0,158.0,163.0,202.0,0.0,0.1915301985510527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207323008860751,0.0,0.0,0.0,0.0,0.0,0.0998420668373752,0.0,0.0,0.0,0.0,0.5845306706050025,0.0109161843671719,0.0,0.0,0.0924485787533223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_311,corine_frac_112,corine_frac_231,corine_frac_322,corine_frac_211,0.423076923076923,0.019230769230769,0.269230769230769,0.057692307692308,0.269230769230769,0.403846153846154,0.076923076923077,0.0,0.0,0.0,0.0,0.442307692307692,0.0,0.0,0.019230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826923076923077,0.0,0.0,0.0,0.230769230769231,0.0,0.0,0.096153846153846,0.0,0.0,0.442307692307692,0.192307692307692,0.0,0.0,0.0,0.0,0.326923076923077,0.0,0.0,0.884615384615385,0.519230769230769,0.615384615384615,0.192307692307692,0.0,0.653846153846154,0.115384615384615,0.0,0.346153846153846,0.365384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519230769230769,0.134615384615385
UKBMS_loc-0015,52.2423228915859,-2.2870066193292824,9.5,7.2,36.0,44.98,20.4,0.7000000000000001,19.700000000000003,4.800000000000001,6.0,15.4,3.9,662.0,65.0,43.0,12.0,184.0,139.0,168.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3332940338479501,0.0,0.0,0.0,0.0,0.0,0.4726378837923677,0.0,0.0,0.0,0.0,0.0,0.0,0.1940680823596821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_313,corine_frac_521,corine_frac_322,0.216867469879518,0.048192771084337,0.253012048192771,0.0,0.240963855421687,0.265060240963855,0.024096385542169,0.0,0.0,0.0,0.0,0.024096385542169,0.0,0.0,0.012048192771084,0.012048192771084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397590361445783,0.0,0.0,0.0,0.156626506024096,0.0,0.614457831325301,0.024096385542169,0.0,0.0,0.506024096385542,0.204819277108434,0.0,0.0,0.0,0.0,0.36144578313253,0.0,0.0,0.662650602409639,0.385542168674699,0.614457831325301,0.36144578313253,0.0,0.349397590361446,0.144578313253012,0.0,0.265060240963855,0.060240963855422,0.0,0.0,0.0,0.120481927710843,0.0,0.048192771084337,0.0,0.265060240963855,0.156626506024096
UKBMS_loc-0016,50.92035254115897,-2.378373854486625,9.5,7.300000000000001,36.0,46.23,21.0,0.8,20.200000000000003,4.9,11.2,15.7,4.0,787.0,87.0,48.0,19.0,249.0,159.0,167.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039935439544256,0.2805935872186542,0.0,0.0,0.0,0.0,0.0,0.5555219668730363,0.0,0.0,0.0,0.0,0.1598909019538837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_311,corine_frac_142,corine_frac_131,0.351851851851852,0.388888888888889,0.240740740740741,0.0,0.296296296296296,0.240740740740741,0.166666666666667,0.0,0.0,0.0,0.0,0.148148148148148,0.0,0.0,0.0,0.12962962962963,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.0,0.703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.555555555555556,0.0,0.0,0.462962962962963,0.259259259259259,0.0,0.0,0.0,0.0,0.314814814814815,0.0,0.0,0.87037037037037,0.5,0.555555555555556,0.555555555555556,0.0,0.333333333333333,0.5,0.018518518518519,0.259259259259259,0.240740740740741,0.0,0.0,0.018518518518519,0.314814814814815,0.0,0.037037037037037,0.0,0.37037037037037,0.259259259259259
UKBMS_loc-0017,50.998727202851775,-1.139234641201532,9.5,7.6,35.0,48.03,21.200000000000003,0.0,21.200000000000003,4.4,14.3,15.7,3.5,856.0,96.0,51.0,21.0,280.0,167.0,171.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2714240053510268,0.0,0.0,0.0,0.0,0.0,0.6416166619003225,0.0,0.0,0.0,0.0,0.0,0.0,0.0869593327486506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_231,corine_frac_211,corine_frac_313,corine_frac_132,corine_frac_212,0.146341463414634,0.073170731707317,0.219512195121951,0.0,0.268292682926829,0.121951219512195,0.609756097560976,0.0,0.0,0.24390243902439,0.0,0.048780487804878,0.0,0.0,0.902439024390244,0.024390243902439,0.073170731707317,0.0,0.0,0.195121951219512,0.0,0.0,0.0,0.0,0.682926829268293,0.121951219512195,0.073170731707317,0.0,0.0,0.0,0.0,0.341463414634146,0.0,0.317073170731707,0.707317073170732,0.317073170731707,0.0,0.0,0.0,0.0,0.195121951219512,0.0,0.0,0.341463414634146,0.463414634146341,0.341463414634146,0.560975609756098,0.0,0.268292682926829,0.780487804878049,0.146341463414634,0.317073170731707,0.0,0.0,0.170731707317073,0.0,0.073170731707317,0.0,0.048780487804878,0.0,0.463414634146341,0.195121951219512
UKBMS_loc-0019,51.47827030750144,-2.2101849665309836,9.2,7.300000000000001,36.0,46.09,20.6,0.5,20.1,4.5,5.5,15.3,3.6,774.0,83.0,50.0,15.0,235.0,164.0,177.0,213.0,0.0,0.0,0.0459530004251747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942071200038156,0.0,0.0,0.0,0.0,0.0,0.3757932706699393,0.0,0.0,0.0,0.0,0.0840466089010702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corine_frac_211,corine_frac_231,corine_frac_311,corine_frac_121,corine_frac_131,0.450980392156863,0.274509803921569,0.313725490196078,0.0,0.294117647058823,0.294117647058823,0.725490196078431,0.0,0.0,0.215686274509804,0.0,0.294117647058823,0.0,0.0,0.803921568627451,0.0,0.03921568627451,0.0,0.0,0.274509803921569,0.0,0.019607843137255,0.0,0.0,0.862745098039216,0.0,0.0,0.0,0.0,0.0,0.0,0.509803921568627,0.333333333333333,0.313725490196078,0.568627450980392,0.313725490196078,0.0,0.0,0.0,0.0,0.313725490196078,0.0,0.0,0.941176470588235,0.843137254901961,0.882352941176471,0.843137254901961,0.0,0.588235294117647,0.725490196078431,0.0,0.313725490196078,0.0,0.019607843137255,0.196078431372549,0.0,0.254901960784314,0.0,0.196078431372549,0.0,0.392156862745098,0.215686274509804
