,tuple_coords,Melanargia galathea,Pieris napi,Aphantopus hyperantus,Aglais io,Polyommatus icarus,Vanessa atalanta,Lycaena phlaeas,Pararge aegeria,Gonepteryx rhamni,Thymelicus lineola,Pieris rapae,Coenonympha pamphilus,Aricia agestis,Polygonia c-album,Maniola jurtina,Aglais urticae,Vanessa cardui,Thymelicus sylvestris,Pyronia tithonus,Pieris brassicae,Lysandra coridon,Celastrina argiolus,Speyeria aglaja,Ochlodes venata,Plebejus argus,Lasiommata megera,Anthocharis cardamines,Argynnis paphia,Callophrys rubi,Ladoga camilla,Leptidea sinapis,Boloria selene,Satyrium w-album,Erynnis tages,Mellicta athalia,Pyrgus malvae,Euphydryas aurinia,Lysandra bellargus,Quercusia quercus,Colias croceus,Hesperia comma,Cupido minimus,Hipparchia semele,Clossiana euphrosyne,Thymelicus acteon,Hamearis lucina,Aricia artaxerxes,Papilio machaon,Fabriciana adippe,Fixsenia pruni,Thecla betulae,Erebia aethiops,Apatura iris,Coenonympha tullia,Tyria jacobaeae,Euclidia glyphica,Odezia atrata,Melitaea cinxia,Carterocephalus palaemon,Nymphalis polychloros,Nymphalis antiopa,Erebia epiphron,n_visits,name_loc
897,"(-1.165943, 51.09783)",0.1836734693877551,0.7755102040816326,0.24489795918367346,0.4897959183673469,0.14285714285714285,0.4897959183673469,0.02040816326530612,0.9183673469387755,0.6530612244897959,0.10204081632653061,0.8163265306122449,0.0,0.02040816326530612,0.3673469387755102,0.40816326530612246,0.2857142857142857,0.16326530612244897,0.0,0.2857142857142857,0.3469387755102041,0.0,0.3469387755102041,0.0,0.12244897959183673,0.0,0.0,0.3469387755102041,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,UKBMS_loc-0032
898,"(-1.163907, 54.307202)",0.08333333333333333,0.2222222222222222,0.2777777777777778,0.4166666666666667,0.2777777777777778,0.1388888888888889,0.16666666666666666,0.6666666666666666,0.0,0.0,0.3611111111111111,0.5833333333333334,0.0,0.1111111111111111,0.25,0.3055555555555556,0.25,0.16666666666666666,0.0,0.3611111111111111,0.0,0.0,0.25,0.16666666666666666,0.0,0.3888888888888889,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.19444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,UKBMS_loc-0816
899,"(-1.161054, 51.367558)",0.25,0.1875,0.375,0.21875,0.34375,0.25,0.03125,0.6875,0.25,0.0,0.4375,0.28125,0.15625,0.09375,0.53125,0.0,0.0625,0.21875,0.40625,0.46875,0.0,0.0625,0.0,0.15625,0.0,0.0,0.1875,0.3125,0.0625,0.09375,0.0,0.0,0.0,0.09375,0.0,0.125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,UKBMS_loc-0864
900,"(-1.159843, 52.985868)",0.0,0.32558139534883723,0.13953488372093023,0.20930232558139536,0.3953488372093023,0.06976744186046512,0.06976744186046512,0.7906976744186046,0.023255813953488372,0.0,0.6744186046511628,0.023255813953488372,0.0,0.23255813953488372,0.27906976744186046,0.4883720930232558,0.046511627906976744,0.11627906976744186,0.16279069767441862,0.18604651162790697,0.0,0.09302325581395349,0.0,0.13953488372093023,0.0,0.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,UKBMS_loc-1794
901,"(-1.159494, 53.003845)",0.007692307692307693,0.06153846153846154,0.3153846153846154,0.3230769230769231,0.5076923076923077,0.35384615384615387,0.33076923076923076,0.8538461538461538,0.08461538461538462,0.0,0.7384615384615385,0.007692307692307693,0.0,0.3923076923076923,0.4,0.5692307692307692,0.34615384615384615,0.23846153846153847,0.26153846153846155,0.7230769230769231,0.0,0.3384615384615385,0.0,0.23846153846153847,0.0,0.0,0.25384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,UKBMS_loc-1240
902,"(-1.158946, 53.794859)",0.0,0.8095238095238095,0.42857142857142855,0.42857142857142855,0.047619047619047616,0.6666666666666666,0.0,0.9047619047619048,0.6666666666666666,0.09523809523809523,0.7142857142857143,0.0,0.0,0.8095238095238095,0.5238095238095238,0.19047619047619047,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,0.047619047619047616,0.0,0.2857142857142857,0.0,0.0,0.23809523809523808,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,UKBMS_loc-1417
903,"(-1.15825, 51.520398)",0.2653061224489796,0.04081632653061224,0.04081632653061224,0.12244897959183673,0.5918367346938775,0.061224489795918366,0.20408163265306123,0.0,0.3877551020408163,0.0,0.30612244897959184,0.6326530612244898,0.20408163265306123,0.04081632653061224,0.6530612244897959,0.1836734693877551,0.10204081632653061,0.0,0.12244897959183673,0.2653061224489796,0.3673469387755102,0.08163265306122448,0.0,0.02040816326530612,0.0,0.0,0.10204081632653061,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.3673469387755102,0.0,0.02040816326530612,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,UKBMS_loc-0315
904,"(-1.156422, 51.619292)",0.2903225806451613,0.3225806451612903,0.25806451612903225,0.3548387096774194,0.6774193548387096,0.3548387096774194,0.0967741935483871,0.22580645161290322,0.22580645161290322,0.12903225806451613,0.7419354838709677,0.03225806451612903,0.5161290322580645,0.16129032258064516,0.5161290322580645,0.16129032258064516,0.03225806451612903,0.22580645161290322,0.2903225806451613,0.4838709677419355,0.0,0.0967741935483871,0.0,0.25806451612903225,0.0,0.0,0.25806451612903225,0.0,0.2903225806451613,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,UKBMS_loc-1146
905,"(-1.153328, 53.318423)",0.22580645161290322,0.25806451612903225,0.25806451612903225,0.2903225806451613,0.3870967741935484,0.16129032258064516,0.0,0.45161290322580644,0.12903225806451613,0.0,0.7419354838709677,0.22580645161290322,0.03225806451612903,0.06451612903225806,0.4838709677419355,0.06451612903225806,0.25806451612903225,0.22580645161290322,0.3225806451612903,0.3548387096774194,0.0,0.1935483870967742,0.0,0.16129032258064516,0.0,0.0,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,UKBMS_loc-1571
906,"(-1.149187, 51.232592)",0.23529411764705882,0.37254901960784315,0.2549019607843137,0.17647058823529413,0.6470588235294118,0.19607843137254902,0.17647058823529413,0.3333333333333333,0.6274509803921569,0.0784313725490196,0.803921568627451,0.1568627450980392,0.35294117647058826,0.27450980392156865,0.5686274509803921,0.2549019607843137,0.13725490196078433,0.09803921568627451,0.27450980392156865,0.6666666666666666,0.0,0.6078431372549019,0.0,0.23529411764705882,0.0,0.0,0.27450980392156865,0.0784313725490196,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,UKBMS_loc-0347
907,"(-1.143684, 54.540731)",0.0,0.37037037037037035,0.4074074074074074,0.4444444444444444,0.18518518518518517,0.25925925925925924,0.14814814814814814,0.9629629629629629,0.0,0.0,0.2962962962962963,0.4074074074074074,0.0,0.3333333333333333,0.37037037037037035,0.25925925925925924,0.3333333333333333,0.37037037037037035,0.0,0.4444444444444444,0.0,0.0,0.0,0.18518518518518517,0.0,0.25925925925925924,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,UKBMS_loc-1384
908,"(-1.13922, 50.998721)",0.3170731707317073,0.34146341463414637,0.2682926829268293,0.14634146341463414,0.7804878048780488,0.4634146341463415,0.34146341463414637,0.34146341463414637,0.6829268292682927,0.04878048780487805,0.5609756097560976,0.9024390243902439,0.6097560975609756,0.2682926829268293,0.7073170731707317,0.07317073170731707,0.1951219512195122,0.07317073170731707,0.3170731707317073,0.4634146341463415,0.3170731707317073,0.04878048780487805,0.17073170731707318,0.1951219512195122,0.0,0.0,0.21951219512195122,0.12195121951219512,0.24390243902439024,0.0,0.0,0.0,0.0,0.1951219512195122,0.0,0.14634146341463414,0.0,0.0,0.0,0.024390243902439025,0.07317073170731707,0.07317073170731707,0.0,0.0,0.0,0.12195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,UKBMS_loc-0017
909,"(-1.134698, 51.241478)",0.16326530612244897,0.16326530612244897,0.20408163265306123,0.12244897959183673,0.3877551020408163,0.061224489795918366,0.04081632653061224,0.42857142857142855,0.3469387755102041,0.0,0.6938775510204082,0.04081632653061224,0.02040816326530612,0.061224489795918366,0.46938775510204084,0.1836734693877551,0.10204081632653061,0.0,0.12244897959183673,0.3673469387755102,0.0,0.30612244897959184,0.0,0.1836734693877551,0.0,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,UKBMS_loc-0904
910,"(-1.125783, 53.929444)",0.0,0.5263157894736842,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.7368421052631579,0.5789473684210527,0.0,0.5263157894736842,0.05263157894736842,0.0,0.3684210526315789,0.42105263157894735,0.3684210526315789,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.631578947368421,0.0,0.21052631578947367,0.0,0.3157894736842105,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,UKBMS_loc-1075
911,"(-1.12442, 51.780903)",0.14285714285714285,0.5428571428571428,0.2571428571428571,0.17142857142857143,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.8285714285714286,0.37142857142857144,0.0,0.02857142857142857,0.0,0.0,0.17142857142857143,0.3142857142857143,0.02857142857142857,0.05714285714285714,0.0,0.17142857142857143,0.05714285714285714,0.0,0.02857142857142857,0.0,0.3142857142857143,0.0,0.0,0.2571428571428571,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,UKBMS_loc-0127
912,"(-1.123549, 51.825853)",0.3,0.4,0.375,0.45,0.625,0.175,0.25,0.775,0.525,0.0,0.625,0.025,0.1,0.55,0.6,0.225,0.125,0.0,0.35,0.75,0.0,0.05,0.05,0.45,0.0,0.0,0.35,0.325,0.0,0.25,0.0,0.0,0.025,0.075,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,UKBMS_loc-0050
913,"(-1.119607, 53.497956)",0.0,0.45,0.2,0.45,0.1,0.25,0.0,0.4,0.3,0.0,0.65,0.1,0.0,0.35,0.35,0.25,0.1,0.05,0.35,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,UKBMS_loc-2155
914,"(-1.118311, 51.34926)",0.19230769230769232,0.6153846153846154,0.2692307692307692,0.4230769230769231,0.11538461538461539,0.5192307692307693,0.09615384615384616,0.8846153846153846,0.8269230769230769,0.0,0.19230769230769232,0.019230769230769232,0.07692307692307693,0.6538461538461539,0.4423076923076923,0.019230769230769232,0.1346153846153846,0.0,0.34615384615384615,0.5192307692307693,0.0,0.4423076923076923,0.0,0.3269230769230769,0.0,0.0,0.2692307692307692,0.40384615384615385,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36538461538461536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,UKBMS_loc-0014
915,"(-1.117965, 51.367241)",0.18421052631578946,0.15789473684210525,0.2894736842105263,0.13157894736842105,0.3157894736842105,0.21052631578947367,0.07894736842105263,0.47368421052631576,0.18421052631578946,0.02631578947368421,0.39473684210526316,0.23684210526315788,0.02631578947368421,0.02631578947368421,0.47368421052631576,0.0,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.39473684210526316,0.0,0.21052631578947367,0.0,0.07894736842105263,0.0,0.0,0.23684210526315788,0.07894736842105263,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,UKBMS_loc-0647
916,"(-1.117928, 53.578841)",0.0,0.6037735849056604,0.2641509433962264,0.39622641509433965,0.4716981132075472,0.3018867924528302,0.39622641509433965,0.9056603773584906,0.22641509433962265,0.0,0.32075471698113206,0.0,0.07547169811320754,0.37735849056603776,0.4339622641509434,0.16981132075471697,0.20754716981132076,0.22641509433962265,0.2830188679245283,0.41509433962264153,0.0,0.03773584905660377,0.0,0.1509433962264151,0.0,0.0,0.2830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.07547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,UKBMS_loc-0216
917,"(-1.115191, 51.511089)",0.2765957446808511,0.1702127659574468,0.23404255319148937,0.19148936170212766,0.6170212765957447,0.0851063829787234,0.02127659574468085,0.2553191489361702,0.44680851063829785,0.0425531914893617,0.46808510638297873,0.851063829787234,0.1276595744680851,0.0425531914893617,0.6808510638297872,0.1276595744680851,0.0425531914893617,0.02127659574468085,0.2978723404255319,0.425531914893617,0.1702127659574468,0.2127659574468085,0.14893617021276595,0.1702127659574468,0.0,0.0,0.1276595744680851,0.02127659574468085,0.10638297872340426,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.14893617021276595,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,UKBMS_loc-0297
918,"(-1.11346, 50.854647)",0.2619047619047619,0.2619047619047619,0.19047619047619047,0.2619047619047619,0.5952380952380952,0.21428571428571427,0.08333333333333333,0.7380952380952381,0.5357142857142857,0.047619047619047616,0.5952380952380952,0.03571428571428571,0.19047619047619047,0.13095238095238096,0.6785714285714286,0.05952380952380952,0.16666666666666666,0.08333333333333333,0.35714285714285715,0.5595238095238095,0.23809523809523808,0.36904761904761907,0.09523809523809523,0.10714285714285714,0.0,0.0,0.15476190476190477,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,UKBMS_loc-0157
919,"(-1.113445, 51.600992)",0.2,0.45454545454545453,0.2545454545454545,0.2727272727272727,0.32727272727272727,0.12727272727272726,0.07272727272727272,0.32727272727272727,0.23636363636363636,0.0,0.6545454545454545,0.01818181818181818,0.03636363636363636,0.2909090909090909,0.45454545454545453,0.2,0.07272727272727272,0.0,0.2727272727272727,0.41818181818181815,0.0,0.07272727272727272,0.0,0.03636363636363636,0.0,0.0,0.2,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,UKBMS_loc-0939
920,"(-1.109573, 51.798774)",0.275,0.35,0.325,0.25,0.475,0.2,0.05,0.675,0.275,0.0,0.475,0.0,0.175,0.2,0.45,0.05,0.15,0.125,0.325,0.45,0.0,0.0,0.0,0.325,0.0,0.0,0.125,0.4,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,UKBMS_loc-0075
921,"(-1.100783, 51.51098)",0.2553191489361702,0.0851063829787234,0.10638297872340426,0.0425531914893617,0.5957446808510638,0.02127659574468085,0.06382978723404255,0.02127659574468085,0.1702127659574468,0.0425531914893617,0.2127659574468085,0.8085106382978723,0.0851063829787234,0.0,0.6595744680851063,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.2127659574468085,0.2978723404255319,0.10638297872340426,0.0,0.19148936170212766,0.1276595744680851,0.0,0.0,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0,0.0,0.0,0.0,0.1702127659574468,0.0,0.1702127659574468,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,UKBMS_loc-1017
922,"(-1.096767, 52.437022)",0.0,0.6875,0.25,0.5,0.25,0.625,0.3125,0.8125,0.375,0.0,0.125,0.0,0.125,0.625,0.375,0.3125,0.125,0.0625,0.375,0.6875,0.0,0.4375,0.0,0.125,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,UKBMS_loc-2182
923,"(-1.095253, 51.789673)",0.23863636363636365,0.6136363636363636,0.2840909090909091,0.32954545454545453,0.5340909090909091,0.17045454545454544,0.2727272727272727,0.7727272727272727,0.3977272727272727,0.011363636363636364,0.6022727272727273,0.011363636363636364,0.2840909090909091,0.42045454545454547,0.4659090909090909,0.13636363636363635,0.13636363636363635,0.19318181818181818,0.2727272727272727,0.5681818181818182,0.0,0.0,0.0,0.3522727272727273,0.0,0.0,0.23863636363636365,0.32954545454545453,0.0,0.03409090909090909,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.0,0.0,0.07954545454545454,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,UKBMS_loc-0008
924,"(-1.093629, 52.589831)",0.0,0.6153846153846154,0.25,0.2692307692307692,0.4807692307692308,0.28846153846153844,0.17307692307692307,0.9423076923076923,0.23076923076923078,0.09615384615384616,0.34615384615384615,0.0,0.11538461538461539,0.4807692307692308,0.34615384615384615,0.5192307692307693,0.23076923076923078,0.19230769230769232,0.25,0.75,0.0,0.46153846153846156,0.0,0.28846153846153844,0.0,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,UKBMS_loc-0352
925,"(-1.087452, 51.456926)",0.22857142857142856,0.45714285714285713,0.2571428571428571,0.3142857142857143,0.5142857142857142,0.11428571428571428,0.2,0.7428571428571429,0.2857142857142857,0.08571428571428572,0.45714285714285713,0.0,0.17142857142857143,0.11428571428571428,0.5714285714285714,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.2857142857142857,0.34285714285714286,0.0,0.05714285714285714,0.0,0.22857142857142856,0.0,0.0,0.2571428571428571,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,UKBMS_loc-0602
926,"(-1.087273, 51.465917)",0.1388888888888889,0.4722222222222222,0.2777777777777778,0.19444444444444445,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.75,0.1111111111111111,0.027777777777777776,0.5555555555555556,0.0,0.05555555555555555,0.2222222222222222,0.5277777777777778,0.0,0.027777777777777776,0.027777777777777776,0.1388888888888889,0.3611111111111111,0.0,0.08333333333333333,0.0,0.1111111111111111,0.0,0.0,0.19444444444444445,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,UKBMS_loc-0522
927,"(-1.084875, 50.863419)",0.25,0.4,0.3,0.35,0.35,0.5,0.2,0.75,0.35,0.0,0.8,0.05,0.1,0.45,0.6,0.05,0.15,0.1,0.35,0.65,0.0,0.2,0.0,0.3,0.0,0.0,0.35,0.45,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,UKBMS_loc-1195
928,"(-1.083641, 50.926358)",0.2972972972972973,0.08108108108108109,0.2972972972972973,0.32432432432432434,0.5135135135135135,0.13513513513513514,0.08108108108108109,0.2702702702702703,0.2702702702702703,0.0,0.7567567567567568,0.02702702702702703,0.0,0.24324324324324326,0.5135135135135135,0.0,0.10810810810810811,0.32432432432432434,0.24324324324324326,0.5135135135135135,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,UKBMS_loc-1120
929,"(-1.08258, 50.980305)",0.2558139534883721,0.18604651162790697,0.2558139534883721,0.23255813953488372,0.7674418604651163,0.23255813953488372,0.4418604651162791,0.7209302325581395,0.7441860465116279,0.046511627906976744,0.5581395348837209,0.7441860465116279,0.32558139534883723,0.09302325581395349,0.6976744186046512,0.09302325581395349,0.18604651162790697,0.09302325581395349,0.3488372093023256,0.4418604651162791,0.4186046511627907,0.023255813953488372,0.16279069767441862,0.16279069767441862,0.0,0.0,0.16279069767441862,0.06976744186046512,0.06976744186046512,0.0,0.0,0.0,0.0,0.13953488372093023,0.0,0.09302325581395349,0.0,0.3953488372093023,0.0,0.13953488372093023,0.23255813953488372,0.13953488372093023,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,UKBMS_loc-0022
930,"(-1.082225, 50.998287)",0.2727272727272727,0.25,0.2727272727272727,0.4090909090909091,0.6363636363636364,0.4090909090909091,0.06818181818181818,0.8409090909090909,0.9318181818181818,0.0,0.75,0.8181818181818182,0.09090909090909091,0.5,0.5454545454545454,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.45454545454545453,0.06818181818181818,0.25,0.18181818181818182,0.2727272727272727,0.0,0.0,0.2727272727272727,0.06818181818181818,0.1590909090909091,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.4318181818181818,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,UKBMS_loc-0191
931,"(-1.076323, 51.294985)",0.08928571428571429,0.4642857142857143,0.26785714285714285,0.32142857142857145,0.32142857142857145,0.2857142857142857,0.07142857142857142,0.8571428571428571,0.625,0.03571428571428571,0.6071428571428571,0.0,0.19642857142857142,0.35714285714285715,0.39285714285714285,0.017857142857142856,0.07142857142857142,0.17857142857142858,0.2857142857142857,0.5,0.0,0.14285714285714285,0.0,0.32142857142857145,0.0,0.0,0.25,0.30357142857142855,0.017857142857142856,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,UKBMS_loc-1036
