,tuple_coords,Melanargia galathea,Pieris napi,Aphantopus hyperantus,Aglais io,Polyommatus icarus,Vanessa atalanta,Lycaena phlaeas,Pararge aegeria,Gonepteryx rhamni,Thymelicus lineola,Pieris rapae,Coenonympha pamphilus,Aricia agestis,Polygonia c-album,Maniola jurtina,Aglais urticae,Vanessa cardui,Thymelicus sylvestris,Pyronia tithonus,Pieris brassicae,Lysandra coridon,Celastrina argiolus,Speyeria aglaja,Ochlodes venata,Plebejus argus,Lasiommata megera,Anthocharis cardamines,Argynnis paphia,Callophrys rubi,Ladoga camilla,Leptidea sinapis,Boloria selene,Satyrium w-album,Erynnis tages,Mellicta athalia,Pyrgus malvae,Euphydryas aurinia,Lysandra bellargus,Quercusia quercus,Colias croceus,Hesperia comma,Cupido minimus,Hipparchia semele,Clossiana euphrosyne,Thymelicus acteon,Hamearis lucina,Aricia artaxerxes,Papilio machaon,Fabriciana adippe,Fixsenia pruni,Thecla betulae,Erebia aethiops,Apatura iris,Coenonympha tullia,Tyria jacobaeae,Euclidia glyphica,Odezia atrata,Melitaea cinxia,Carterocephalus palaemon,Nymphalis polychloros,Nymphalis antiopa,Erebia epiphron,n_visits,name_loc
0,"(-7.824283, 54.259247)",0.0,0.696969696969697,0.24242424242424243,0.3333333333333333,0.2727272727272727,0.06060606060606061,0.12121212121212122,0.5454545454545454,0.0,0.0,0.09090909090909091,0.24242424242424243,0.0,0.0,0.30303030303030304,0.030303030303030304,0.21212121212121213,0.0,0.0,0.09090909090909091,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.12121212121212122,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.21212121212121213,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,UKBMS_loc-1044
1,"(-7.457325, 54.15933)",0.0,0.41935483870967744,0.3870967741935484,0.3548387096774194,0.0,0.06451612903225806,0.0,0.8709677419354839,0.0,0.0,0.16129032258064516,0.0,0.0,0.0,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.0,0.0,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,UKBMS_loc-1420
2,"(-6.949025, 54.883646)",0.0,0.36363636363636365,0.4090909090909091,0.045454545454545456,0.0,0.09090909090909091,0.0,0.8181818181818182,0.0,0.0,0.7272727272727273,0.045454545454545456,0.0,0.0,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,UKBMS_loc-0979
3,"(-6.753205, 55.169256)",0.0,0.4482758620689655,0.41379310344827586,0.034482758620689655,0.4482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.1724137931034483,0.4482758620689655,0.0,0.0,0.5172413793103449,0.1724137931034483,0.2413793103448276,0.0,0.0,0.034482758620689655,0.0,0.0,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,UKBMS_loc-0925
4,"(-6.405594, 55.228089)",0.0,0.71875,0.1875,0.375,0.4375,0.09375,0.5,0.21875,0.0,0.0,0.53125,0.28125,0.0,0.0,0.28125,0.3125,0.21875,0.0,0.0,0.34375,0.0,0.0,0.28125,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,UKBMS_loc-0962
5,"(-6.374116, 54.455052)",0.0,0.47368421052631576,0.21052631578947367,0.39473684210526316,0.5526315789473685,0.10526315789473684,0.02631578947368421,0.7894736842105263,0.0,0.0,0.13157894736842105,0.23684210526315788,0.0,0.0,0.2631578947368421,0.42105263157894735,0.23684210526315788,0.0,0.0,0.2631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,UKBMS_loc-0801
6,"(-6.372691, 54.490971)",0.0,0.5428571428571428,0.17142857142857143,0.4,0.0,0.17142857142857143,0.02857142857142857,0.7428571428571429,0.0,0.0,0.17142857142857143,0.05714285714285714,0.0,0.0,0.34285714285714286,0.2857142857142857,0.2,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,UKBMS_loc-0435
7,"(-6.312717, 55.609121)",0.0,1.0,0.5454545454545454,0.18181818181818182,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.6363636363636364,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,UKBMS_loc-1920
8,"(-6.292948, 54.552762)",0.0,0.7352941176470589,0.23529411764705882,0.29411764705882354,0.029411764705882353,0.2647058823529412,0.029411764705882353,0.7941176470588235,0.0,0.0,0.4411764705882353,0.08823529411764706,0.0,0.0,0.38235294117647056,0.20588235294117646,0.08823529411764706,0.0,0.0,0.14705882352941177,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,UKBMS_loc-1697
9,"(-6.289845, 49.969258)",0.0,0.22,0.12,0.48,0.5,0.84,0.8,0.98,0.0,0.0,0.86,0.0,0.0,0.06,0.5,0.34,0.36,0.0,0.0,0.78,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,UKBMS_loc-0607
10,"(-6.264123, 54.866803)",0.0,0.7045454545454546,0.18181818181818182,0.22727272727272727,0.0,0.20454545454545456,0.022727272727272728,0.6590909090909091,0.0,0.0,0.11363636363636363,0.0,0.0,0.0,0.06818181818181818,0.6363636363636364,0.18181818181818182,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.3409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,UKBMS_loc-1007
11,"(-6.059979, 54.576204)",0.0,0.7872340425531915,0.23404255319148937,0.2978723404255319,0.3404255319148936,0.0,0.23404255319148937,0.0851063829787234,0.0,0.0,0.0,0.5319148936170213,0.0,0.0,0.3829787234042553,0.2978723404255319,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,0.0,0.0,0.0,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,UKBMS_loc-0591
12,"(-5.948645, 54.637262)",0.0,0.5777777777777777,0.3111111111111111,0.35555555555555557,0.26666666666666666,0.15555555555555556,0.06666666666666667,0.8,0.0,0.0,0.2,0.044444444444444446,0.0,0.0,0.28888888888888886,0.24444444444444444,0.15555555555555556,0.0,0.0,0.3111111111111111,0.0,0.044444444444444446,0.13333333333333333,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,UKBMS_loc-1070
13,"(-5.936805, 54.565181)",0.0,0.7142857142857143,0.4,0.4,0.02857142857142857,0.08571428571428572,0.11428571428571428,0.6571428571428571,0.0,0.0,0.05714285714285714,0.02857142857142857,0.0,0.0,0.4,0.37142857142857144,0.2,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,UKBMS_loc-0896
14,"(-5.829883, 54.248818)",0.0,0.23809523809523808,0.19047619047619047,0.47619047619047616,0.38095238095238093,0.19047619047619047,0.42857142857142855,0.3333333333333333,0.0,0.0,0.3333333333333333,0.8571428571428571,0.0,0.0,0.38095238095238093,0.23809523809523808,0.23809523809523808,0.0,0.0,0.42857142857142855,0.0,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,UKBMS_loc-0147
15,"(-5.773746, 56.607033)",0.0,0.13333333333333333,0.0,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.7666666666666667,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,30,UKBMS_loc-0569
16,"(-5.712419, 50.079175)",0.0,0.0,0.0,0.07407407407407407,0.4074074074074074,0.4074074074074074,0.25925925925925924,0.0,0.037037037037037035,0.0,0.25925925925925924,0.4444444444444444,0.0,0.0,0.37037037037037035,0.2222222222222222,0.25925925925925924,0.18518518518518517,0.14814814814814814,0.5555555555555556,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,UKBMS_loc-1930
17,"(-5.701934, 50.124495)",0.0,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.6363636363636364,0.3181818181818182,0.45454545454545453,0.0,0.0,0.0,0.36363636363636365,0.045454545454545456,0.0,0.0,0.5909090909090909,0.13636363636363635,0.18181818181818182,0.45454545454545453,0.3181818181818182,0.36363636363636365,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,UKBMS_loc-1708
18,"(-5.681773, 50.044165)",0.0,0.47619047619047616,0.15873015873015872,0.2857142857142857,0.5396825396825397,0.5555555555555556,0.6507936507936508,0.6825396825396826,0.0,0.0,0.5714285714285714,0.47619047619047616,0.0,0.09523809523809523,0.38095238095238093,0.2698412698412698,0.36507936507936506,0.1746031746031746,0.2857142857142857,0.49206349206349204,0.0,0.09523809523809523,0.015873015873015872,0.2222222222222222,0.23809523809523808,0.14285714285714285,0.07936507936507936,0.0,0.3333333333333333,0.0,0.0,0.3492063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12698412698412698,0.0,0.0,0.3968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,UKBMS_loc-0740
19,"(-5.596988, 54.558906)",0.0,0.2619047619047619,0.30952380952380953,0.35714285714285715,0.23809523809523808,0.23809523809523808,0.0,0.4523809523809524,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.42857142857142855,0.23809523809523808,0.38095238095238093,0.0,0.0,0.40476190476190477,0.0,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,UKBMS_loc-1961
20,"(-5.582077, 54.549622)",0.0,0.2682926829268293,0.17073170731707318,0.2682926829268293,0.04878048780487805,0.14634146341463414,0.024390243902439025,0.43902439024390244,0.0,0.0,0.24390243902439024,0.0,0.0,0.0,0.4146341463414634,0.36585365853658536,0.21951219512195122,0.0,0.0,0.2682926829268293,0.0,0.0,0.0,0.0,0.0,0.0,0.14634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,UKBMS_loc-2062
21,"(-5.580306, 50.182294)",0.0,0.07142857142857142,0.30952380952380953,0.047619047619047616,0.38095238095238093,0.7619047619047619,0.35714285714285715,0.6666666666666666,0.0,0.0,0.5476190476190477,0.0,0.0,0.14285714285714285,0.47619047619047616,0.5,0.3333333333333333,0.19047619047619047,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.21428571428571427,0.0,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,UKBMS_loc-1598
22,"(-5.564321, 50.155797)",0.0,0.7222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.75,0.3611111111111111,0.7777777777777778,0.0,0.0,0.25,0.4166666666666667,0.0,0.16666666666666666,0.4444444444444444,0.6111111111111112,0.4444444444444444,0.0,0.3888888888888889,0.6388888888888888,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.0,0.1388888888888889,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,UKBMS_loc-1651
23,"(-5.552348, 50.183154)",0.0,0.058823529411764705,0.29411764705882354,0.14705882352941177,0.3235294117647059,0.4411764705882353,0.38235294117647056,0.47058823529411764,0.0,0.0,0.20588235294117646,0.5,0.0,0.0,0.5588235294117647,0.17647058823529413,0.2647058823529412,0.17647058823529413,0.4411764705882353,0.20588235294117646,0.0,0.0,0.029411764705882353,0.35294117647058826,0.0,0.35294117647058826,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,UKBMS_loc-1688
24,"(-5.540362, 50.21051)",0.0,0.2702702702702703,0.21621621621621623,0.16216216216216217,0.5135135135135135,0.6216216216216216,0.2972972972972973,0.9459459459459459,0.0,0.0,0.4594594594594595,0.4594594594594595,0.0,0.05405405405405406,0.5405405405405406,0.13513513513513514,0.3783783783783784,0.1891891891891892,0.3783783783783784,0.2972972972972973,0.0,0.02702702702702703,0.0,0.2972972972972973,0.21621621621621623,0.2702702702702703,0.02702702702702703,0.0,0.21621621621621623,0.0,0.0,0.2972972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,UKBMS_loc-1367
25,"(-5.534382, 54.315022)",0.0,0.18181818181818182,0.21212121212121213,0.2727272727272727,0.6666666666666666,0.21212121212121213,0.06060606060606061,0.2727272727272727,0.0,0.0,0.3333333333333333,0.3939393939393939,0.0,0.0,0.6363636363636364,0.15151515151515152,0.3333333333333333,0.0,0.0,0.3939393939393939,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,UKBMS_loc-0658
26,"(-5.482447, 50.185273)",0.0,0.5405405405405406,0.21621621621621623,0.08108108108108109,0.02702702702702703,0.5405405405405406,0.05405405405405406,0.7027027027027027,0.0,0.0,0.35135135135135137,0.0,0.0,0.1891891891891892,0.5405405405405406,0.40540540540540543,0.21621621621621623,0.05405405405405406,0.2972972972972973,0.4594594594594595,0.0,0.02702702702702703,0.0,0.10810810810810811,0.0,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,UKBMS_loc-0590
27,"(-5.481793, 50.176296)",0.0,0.225,0.3,0.2,0.35,0.525,0.45,0.475,0.025,0.0,0.425,0.025,0.0,0.1,0.55,0.425,0.5,0.375,0.425,0.5,0.0,0.075,0.0,0.375,0.0,0.3,0.025,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,UKBMS_loc-1303
28,"(-5.478531, 50.131411)",0.0,0.3333333333333333,0.15151515151515152,0.24242424242424243,0.12121212121212122,0.696969696969697,0.3333333333333333,0.8787878787878788,0.030303030303030304,0.0,0.3939393939393939,0.0,0.0,0.18181818181818182,0.30303030303030304,0.3939393939393939,0.18181818181818182,0.030303030303030304,0.2727272727272727,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,UKBMS_loc-2104
29,"(-5.413178, 50.196328)",0.0,0.0,0.25,0.16666666666666666,0.5833333333333334,0.4583333333333333,0.125,0.625,0.0,0.0,0.75,0.4583333333333333,0.0,0.041666666666666664,0.625,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.2916666666666667,0.7916666666666666,0.0,0.16666666666666666,0.20833333333333334,0.3333333333333333,0.25,0.2916666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,UKBMS_loc-1304
30,"(-5.399831, 50.205716)",0.0,0.14583333333333334,0.14583333333333334,0.20833333333333334,0.5833333333333334,0.6041666666666666,0.375,0.3958333333333333,0.0,0.0,0.5833333333333334,0.5416666666666666,0.2916666666666667,0.08333333333333333,0.6458333333333334,0.2916666666666667,0.3541666666666667,0.22916666666666666,0.4375,0.6041666666666666,0.0,0.0625,0.25,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,UKBMS_loc-0380
31,"(-5.387115, 50.22408)",0.0,0.5490196078431373,0.19607843137254902,0.4117647058823529,0.5098039215686274,0.5490196078431373,0.3333333333333333,0.8235294117647058,0.0,0.0,0.8431372549019608,0.0784313725490196,0.1568627450980392,0.2549019607843137,0.5882352941176471,0.35294117647058826,0.2549019607843137,0.19607843137254902,0.3333333333333333,0.49019607843137253,0.0,0.09803921568627451,0.0784313725490196,0.11764705882352941,0.23529411764705882,0.0196078431372549,0.23529411764705882,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,UKBMS_loc-0212
32,"(-5.367429, 50.143687)",0.0,0.12195121951219512,0.024390243902439025,0.34146341463414637,0.24390243902439024,0.4878048780487805,0.17073170731707318,0.8048780487804879,0.0,0.0,0.43902439024390244,0.0,0.0,0.17073170731707318,0.4146341463414634,0.14634146341463414,0.1951219512195122,0.0,0.2926829268292683,0.4878048780487805,0.0,0.14634146341463414,0.04878048780487805,0.36585365853658536,0.0,0.0,0.14634146341463414,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,UKBMS_loc-1157
33,"(-5.359759, 50.233872)",0.0,0.11764705882352941,0.20588235294117646,0.14705882352941177,0.23529411764705882,0.20588235294117646,0.3235294117647059,0.14705882352941177,0.0,0.0,0.2647058823529412,0.058823529411764705,0.029411764705882353,0.0,0.38235294117647056,0.11764705882352941,0.3235294117647059,0.23529411764705882,0.38235294117647056,0.38235294117647056,0.0,0.0,0.058823529411764705,0.20588235294117646,0.14705882352941177,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,UKBMS_loc-1602
34,"(-5.334589, 51.862756)",0.0,0.038461538461538464,0.0,0.3076923076923077,0.2692307692307692,0.5384615384615384,0.46153846153846156,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.6923076923076923,0.46153846153846156,0.46153846153846156,0.0,0.5,0.2692307692307692,0.0,0.0,0.19230769230769232,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,UKBMS_loc-0928
35,"(-5.31839, 50.244058)",0.0,0.36363636363636365,0.25,0.1590909090909091,0.5909090909090909,0.25,0.11363636363636363,0.25,0.0,0.0,0.06818181818181818,0.0,0.022727272727272728,0.09090909090909091,0.6363636363636364,0.11363636363636363,0.38636363636363635,0.22727272727272727,0.3181818181818182,0.45454545454545453,0.0,0.0,0.0,0.25,0.0,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,UKBMS_loc-1481
36,"(-5.247959, 56.558959)",0.0,0.90625,0.03125,0.46875,0.0,0.03125,0.0625,0.8125,0.0,0.0,0.0,0.34375,0.0,0.0,0.09375,0.03125,0.0625,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.21875,0.0,0.03125,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.03125,32,UKBMS_loc-0609
37,"(-5.238037, 50.300303)",0.0,0.2,0.16,0.08,0.2,0.16,0.16,0.32,0.0,0.0,0.24,0.2,0.0,0.0,0.4,0.04,0.2,0.08,0.56,0.32,0.0,0.04,0.0,0.0,0.4,0.04,0.08,0.0,0.32,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,UKBMS_loc-2083
