bioclim_01,bioclim_02,bioclim_03,bioclim_04,bioclim_05,bioclim_06,bioclim_07,bioclim_08,bioclim_09,bioclim_10,bioclim_11,bioclim_12,bioclim_13,bioclim_14,bioclim_15,bioclim_16,bioclim_17,bioclim_18,bioclim_19,corine_frac_111,corine_frac_112,corine_frac_121,corine_frac_122,corine_frac_123,corine_frac_124,corine_frac_131,corine_frac_132,corine_frac_133,corine_frac_141,corine_frac_142,corine_frac_211,corine_frac_212,corine_frac_213,corine_frac_221,corine_frac_222,corine_frac_223,corine_frac_231,corine_frac_241,corine_frac_242,corine_frac_243,corine_frac_244,corine_frac_311,corine_frac_312,corine_frac_313,corine_frac_321,corine_frac_322,corine_frac_323,corine_frac_324,corine_frac_331,corine_frac_332,corine_frac_333,corine_frac_334,corine_frac_335,corine_frac_411,corine_frac_412,corine_frac_421,corine_frac_422,corine_frac_423,corine_frac_511,corine_frac_512,corine_frac_521,corine_frac_522,corine_frac_523,coords,name,aux_corine_frac_top_1,aux_corine_frac_top_2,aux_corine_frac_top_3,aux_corine_frac_top_4,aux_corine_frac_top_5
9.9,5.300000000000001,30.0,43.4,19.3,2.1,17.2,7.9,11.4,15.7,4.7,887.0,103.0,51.0,25.0,299.0,155.0,180.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812204511108127,0.0,0.0,0.0,0.0,0.0,0.8152015240292122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035780248599751,0.0,0.0,0.0,0.0,0.0,"(-4.987389, 51.665234)",UKBMS_loc-0281,corine_frac_231,corine_frac_211,corine_frac_423,corine_frac_323,corine_frac_141
10.2,6.300000000000001,34.0,43.47,20.4,2.1,18.3,5.800000000000001,11.7,15.9,4.9,1036.0,116.0,61.0,23.0,341.0,191.0,214.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009442620237549,0.0,0.0,0.0,0.0,0.0,0.0980063547073137,0.0,0.0,0.0,0.0,0.1959268008967285,0.0,0.0,0.0,0.5343393754816586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013055319408752,0.0,0.0,0.0,0.0,0.1609793167358749,"(-3.569485, 51.225155)",UKBMS_loc-0282,corine_frac_322,corine_frac_311,corine_frac_523,corine_frac_231,corine_frac_211
9.7,7.7,36.0,47.56,21.6,0.3,21.3,4.7,14.5,16.0,3.8,769.0,86.0,45.0,20.0,247.0,156.0,159.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2081441308250487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1710366788862573,0.0,0.620819190288694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.637478, 51.064273)",UKBMS_loc-0284,corine_frac_313,corine_frac_211,corine_frac_311,corine_frac_221,corine_frac_521
9.5,7.5,37.0,45.45,20.9,0.7000000000000001,20.200000000000003,4.9,13.9,15.5,4.0,807.0,92.0,49.0,21.0,262.0,161.0,164.0,242.0,0.0,0.3703609626756315,0.1025582925270517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292127699927828,0.2497207980275278,0.0,0.0,0.0,0.0,0.0,0.248147176777006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.164786, 50.866888)",UKBMS_loc-0285,corine_frac_112,corine_frac_211,corine_frac_231,corine_frac_121,corine_frac_142
10.3,8.0,35.0,50.74,22.9,0.5,22.4,7.300000000000001,6.6000000000000005,17.0,4.0,628.0,60.0,38.0,12.0,179.0,132.0,151.0,154.0,0.0,0.3508652701588201,0.1862060925076818,0.0,0.0,0.0079858502947072,0.0,0.0,0.0,0.2288602177437883,0.218763633724902,0.0,0.0,0.0,0.0,0.0,0.0,0.0073189355701004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-0.409965, 51.485666)",UKBMS_loc-0287,corine_frac_112,corine_frac_141,corine_frac_142,corine_frac_121,corine_frac_124
7.800000000000001,7.0,36.0,45.73,18.4,-1.0,19.4,2.9000000000000004,9.9,13.7,2.0,1293.0,149.0,75.0,23.0,420.0,236.0,279.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0966540332024988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271219663655109,0.0,0.0,0.0,0.0,0.0,0.0,0.0069360080728173,0.1103379986027816,0.2711134210588485,0.0,0.0,0.0,0.0,0.4878365726975427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.699117, 54.209208)",UKBMS_loc-0288,corine_frac_333,corine_frac_322,corine_frac_321,corine_frac_131,corine_frac_231
9.5,7.7,34.0,51.21,21.8,-0.4,22.200000000000003,6.5,5.7,16.1,2.9000000000000004,680.0,66.0,41.0,12.0,191.0,145.0,167.0,168.0,0.0,0.0358120635017717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2790493592610574,0.0,0.0,0.0,0.0,0.0,0.5541424088012568,0.0,0.0,0.0,0.0,0.1309961684359139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-0.7501, 51.687604)",UKBMS_loc-0291,corine_frac_231,corine_frac_211,corine_frac_311,corine_frac_112,corine_frac_244
9.5,7.0,34.0,46.91,20.9,0.8,20.1,4.7,11.4,15.8,3.9,805.0,86.0,48.0,17.0,249.0,162.0,180.0,230.0,0.0,0.061993452698856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13076602618367,0.0,0.0,0.0,0.0,0.0,0.7174308496976031,0.0,0.0,0.0,0.0,0.0898096714198707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.736712, 51.089488)",UKBMS_loc-0292,corine_frac_231,corine_frac_211,corine_frac_311,corine_frac_112,corine_frac_131
10.6,7.7,37.0,46.12,22.0,1.6,20.4,5.9,15.1,16.7,5.0,780.0,87.0,45.0,22.0,256.0,150.0,153.0,227.0,0.0,0.4424673828653606,0.0,0.0,0.1251899343613887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1517975195179542,0.0,0.0,0.0,0.0,0.0,0.0,0.2805451632552966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.297994, 50.864895)",UKBMS_loc-0293,corine_frac_112,corine_frac_313,corine_frac_231,corine_frac_123,corine_frac_523
9.4,7.300000000000001,36.0,46.08,20.9,0.8,20.1,4.800000000000001,11.2,15.6,3.9,786.0,87.0,48.0,18.0,248.0,160.0,169.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4107107665743065,0.0,0.0,0.0,0.0,0.0,0.5892892334256935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.321965, 50.992453)",UKBMS_loc-0294,corine_frac_231,corine_frac_211,corine_frac_333,corine_frac_122,corine_frac_131
8.200000000000001,7.0,38.0,42.7,18.3,-0.1,18.4,5.9,10.0,13.7,2.9000000000000004,1122.0,122.0,61.0,23.0,361.0,197.0,237.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179080112341466,0.0,0.0,0.0,0.0,0.1424424700198107,0.3284751528008335,0.1355471745080311,0.0,0.0,0.0,0.275627191437178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-3.682808, 55.017391)",UKBMS_loc-0295,corine_frac_312,corine_frac_324,corine_frac_311,corine_frac_313,corine_frac_231
8.700000000000001,7.2,39.0,39.83,18.6,0.4,18.2,4.6000000000000005,5.5,13.9,3.7,678.0,72.0,46.0,15.0,193.0,143.0,173.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2098006311624207,0.0,0.0,0.0,0.0,0.0,0.2143235574142618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2271826305797621,0.0,0.0,0.0,0.0,0.3486931808435553,"(-1.62926, 55.53167)",UKBMS_loc-0298,corine_frac_523,corine_frac_423,corine_frac_231,corine_frac_211,corine_frac_521
10.2,7.800000000000001,37.0,47.98,21.9,0.9,21.0,7.6,12.0,16.5,4.3,669.0,73.0,41.0,19.0,210.0,140.0,145.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368123940024111,0.0,0.0,0.0,0.0,0.0,0.2900445627789269,0.0,0.0,0.0,0.0,0.1705416616994244,0.0,0.1026013815192376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.323343, 51.176648)",UKBMS_loc-0300,corine_frac_211,corine_frac_231,corine_frac_311,corine_frac_313,corine_frac_421
9.1,7.5,34.0,49.48,21.1,-0.6000000000000001,21.700000000000003,3.8,5.4,15.5,2.8000000000000003,728.0,74.0,46.0,13.0,213.0,156.0,172.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1338090115658091,0.0,0.0,0.0,0.0,0.0,0.4834901126064267,0.0,0.0,0.0,0.0,0.3827008758277641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-0.96929, 51.590824)",UKBMS_loc-0301,corine_frac_231,corine_frac_311,corine_frac_211,corine_frac_112,corine_frac_521
8.8,7.0,36.0,46.07,19.4,0.0,19.4,6.300000000000001,10.9,14.8,2.9000000000000004,1106.0,122.0,65.0,22.0,355.0,205.0,252.0,298.0,0.0,0.0011997454031002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1857278718458801,0.0,0.0,0.0,0.0,0.0,0.0,0.1331145512055249,0.0,0.0,0.172956888878758,0.0,0.3181697833296219,0.0,0.0521079304182734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1367232289188412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.805733, 54.172591)",UKBMS_loc-0302,corine_frac_311,corine_frac_142,corine_frac_243,corine_frac_411,corine_frac_231
10.8,8.0,37.0,48.99,23.1,1.5,21.6,8.1,6.9,17.3,4.800000000000001,642.0,64.0,41.0,13.0,189.0,135.0,152.0,162.0,0.0,0.7407077478824495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2592922521175505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-0.053559, 51.399357)",UKBMS_loc-0304,corine_frac_112,corine_frac_141,corine_frac_211,corine_frac_521,corine_frac_213
8.8,7.0,35.0,45.97,19.5,0.0,19.5,6.300000000000001,11.0,14.8,3.0,1094.0,121.0,64.0,22.0,350.0,204.0,251.0,294.0,0.0,0.199579006083933,0.0,0.0,0.0,0.0,0.0074377931743529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078444776710962,0.0,0.0,0.0,0.0,0.0222132135877925,0.0,0.3112852180458517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055478293690842,0.0,0.0,0.0,0.0,0.0,0.0961619977461314,0.0,"(-2.806432, 54.208537)",UKBMS_loc-0305,corine_frac_313,corine_frac_231,corine_frac_112,corine_frac_522,corine_frac_421
10.6,7.9,36.0,49.72,22.9,1.0,21.9,7.7,6.7,17.1,4.5,660.0,63.0,43.0,11.0,188.0,143.0,159.0,166.0,0.0,0.3534218058213021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6465781941786979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-0.162002, 51.562974)",UKBMS_loc-0309,corine_frac_142,corine_frac_112,corine_frac_521,corine_frac_244,corine_frac_312
10.2,7.6,36.0,47.06,21.700000000000003,1.0,20.700000000000003,5.300000000000001,14.9,16.400000000000002,4.4,799.0,89.0,48.0,22.0,261.0,156.0,160.0,232.0,0.0,0.2044286533624167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2736740784897564,0.0,0.0,0.0,0.0,0.0,0.5218972681478269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.225312, 50.963353)",UKBMS_loc-0310,corine_frac_231,corine_frac_211,corine_frac_112,corine_frac_244,corine_frac_213
10.1,7.7,36.0,47.26,21.700000000000003,0.8,20.9,5.1000000000000005,14.8,16.3,4.2,729.0,79.0,45.0,19.0,231.0,151.0,155.0,204.0,0.0,0.0529129040333951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5448891573195863,0.0,0.0,0.0,0.0,0.0,0.338330602291657,0.0,0.0,0.0,0.0,0.0,0.0,0.0638673363553615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.451012, 51.144476)",UKBMS_loc-0311,corine_frac_211,corine_frac_231,corine_frac_313,corine_frac_112,corine_frac_122
9.6,7.0,35.0,46.39,20.9,1.0,19.9,4.800000000000001,11.6,15.9,4.1000000000000005,820.0,87.0,49.0,17.0,253.0,165.0,184.0,232.0,0.0,0.0157859655474716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4029044322221257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5813096022304027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.766456, 51.161235)",UKBMS_loc-0312,corine_frac_412,corine_frac_231,corine_frac_112,corine_frac_211,corine_frac_241
9.3,7.5,36.0,47.72,20.8,0.0,20.8,4.2,5.7,15.4,3.2,725.0,75.0,47.0,14.0,216.0,154.0,168.0,192.0,0.0,0.0911617251977651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295522239879217,0.2471989639235719,0.0,0.0,0.0,0.0,0.0,0.3107095551795633,0.0,0.0,0.0,0.0,0.1213775317111778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.15825, 51.520398)",UKBMS_loc-0315,corine_frac_231,corine_frac_211,corine_frac_142,corine_frac_311,corine_frac_112
10.6,7.6,37.0,45.56,21.9,1.7000000000000002,20.200000000000003,5.9,15.0,16.5,5.0,795.0,89.0,45.0,24.0,264.0,149.0,152.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334587789021849,0.0,0.0,0.0,0.0,0.0,0.6258602962278983,0.0,0.0,0.0,0.0,0.2184987709162601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1158830062015697,0.0,0.0,0.0,0.0,0.0,0.0062991477520869,0.0,"(-1.385253, 50.712512)",UKBMS_loc-0316,corine_frac_231,corine_frac_311,corine_frac_421,corine_frac_211,corine_frac_522
9.5,7.7,35.0,50.74,21.8,-0.2,22.0,6.6000000000000005,5.7,16.1,3.1,679.0,67.0,43.0,11.0,191.0,149.0,164.0,172.0,0.0,0.5945138011897699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389228824002033,0.0,0.3197134403997072,0.0,0.0,0.0,0.0,0.0,0.0468498760103194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-0.501888, 51.756636)",UKBMS_loc-0319,corine_frac_112,corine_frac_211,corine_frac_231,corine_frac_141,corine_frac_333
9.9,7.5,35.0,48.7,21.6,0.3,21.3,7.2,6.300000000000001,16.2,3.8,572.0,55.0,35.0,12.0,162.0,119.0,146.0,139.0,0.0,0.1011340907035281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7642866100142229,0.0,0.0,0.0,0.0,0.0,0.134579299282249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.424623, 51.741171)",UKBMS_loc-0320,corine_frac_211,corine_frac_231,corine_frac_112,corine_frac_523,corine_frac_312
8.9,7.2,37.0,43.86,19.6,0.4,19.200000000000003,12.6,5.300000000000001,14.6,3.4000000000000004,659.0,68.0,44.0,13.0,185.0,138.0,172.0,160.0,0.0,0.2032079525213997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5972088547333965,0.0,0.0,0.0,0.0,0.0,0.1995831927452037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.453152, 54.515564)",UKBMS_loc-0322,corine_frac_211,corine_frac_112,corine_frac_231,corine_frac_312,corine_frac_132
8.5,7.0,35.0,46.08,19.200000000000003,-0.3,19.5,6.0,10.6,14.5,2.7,1126.0,125.0,65.0,22.0,361.0,208.0,254.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958449882102341,0.0,0.0,0.0,0.0,0.0,0.0,0.6041550117897657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.83855, 54.280219)",UKBMS_loc-0325,corine_frac_313,corine_frac_231,corine_frac_423,corine_frac_222,corine_frac_324
9.1,6.7,34.0,45.73,20.1,0.6000000000000001,19.5,4.4,10.9,15.2,3.6,933.0,103.0,57.0,20.0,299.0,182.0,193.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5373303667005083,0.0,0.0,0.0,0.0,0.0,0.0016805872909208,0.0,0.0,0.0,0.0,0.3195635165388862,0.1414255294696847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-3.062386, 50.970079)",UKBMS_loc-0327,corine_frac_211,corine_frac_311,corine_frac_312,corine_frac_231,corine_frac_133
9.6,7.1000000000000005,35.0,46.2,20.9,0.9,20.0,4.800000000000001,5.9,15.7,4.0,812.0,87.0,51.0,16.0,249.0,170.0,185.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3144063243203434,0.0,0.0,0.0,0.0,0.0,0.4682917162610158,0.0,0.0,0.0,0.0,0.0,0.2075499155577906,0.0,0.0,0.0,0.0,0.0097520438608501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.525716, 51.369379)",UKBMS_loc-0328,corine_frac_231,corine_frac_211,corine_frac_312,corine_frac_324,corine_frac_244
9.6,8.1,37.0,48.46,21.9,0.3,21.6,6.9,5.800000000000001,16.0,3.7,711.0,71.0,46.0,14.0,210.0,155.0,163.0,185.0,0.0,0.0001218407113881,0.0,0.0711923483528209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402367649106831,0.0,0.0,0.0,0.0,0.0,0.7838958649535231,0.0,0.0,0.0,0.0,0.0045531810715846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-0.116558, 51.265495)",UKBMS_loc-0329,corine_frac_231,corine_frac_211,corine_frac_122,corine_frac_311,corine_frac_112
9.6,7.300000000000001,36.0,45.42,20.700000000000003,0.8,19.9,4.9,5.9,15.5,4.0,726.0,76.0,48.0,14.0,214.0,153.0,174.0,194.0,0.0,0.3931922697517747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1241526647005597,0.0009173408794843,0.0,0.0,0.0,0.0,0.0,0.2247893201833355,0.0,0.0,0.1830077202510713,0.0,0.0739406842337742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.225783, 51.721006)",UKBMS_loc-0330,corine_frac_112,corine_frac_231,corine_frac_243,corine_frac_142,corine_frac_311
10.5,7.800000000000001,36.0,49.39,22.6,1.0,21.6,7.7,6.7,16.900000000000002,4.3,625.0,60.0,39.0,11.0,178.0,133.0,153.0,153.0,0.0,0.6034788950874068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647630177043095,0.0,0.0,0.0,0.0,0.0,0.0,0.0211775040917811,0.0,0.0,0.0,0.0,0.1105805831165025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.013787, 51.623037)",UKBMS_loc-0332,corine_frac_112,corine_frac_142,corine_frac_311,corine_frac_231,corine_frac_213
10.3,7.7,37.0,46.93,21.8,1.0,20.8,5.4,14.9,16.400000000000002,4.4,762.0,84.0,46.0,21.0,246.0,153.0,157.0,218.0,0.0,0.0705879455288994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1982753691647688,0.141035901932717,0.0,0.0,0.0,0.0,0.0,0.5901007833736147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.309543, 51.044813)",UKBMS_loc-0333,corine_frac_231,corine_frac_142,corine_frac_211,corine_frac_112,corine_frac_412
9.9,7.1000000000000005,36.0,45.26,21.0,1.4,19.6,5.6000000000000005,11.4,15.9,4.6000000000000005,800.0,91.0,49.0,21.0,261.0,157.0,160.0,244.0,0.0,0.5199631553714017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0651728303632034,0.0,0.0,0.0,0.0,0.0,0.3854957105137516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293683037516433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-2.460978, 50.641276)",UKBMS_loc-0334,corine_frac_112,corine_frac_231,corine_frac_211,corine_frac_421,corine_frac_123
10.1,5.300000000000001,30.0,43.32,19.4,2.3000000000000003,17.1,8.0,11.6,15.8,4.9,890.0,104.0,51.0,26.0,301.0,155.0,180.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376730471694825,0.0,0.0,0.0,0.0,0.1150919038184552,0.0,0.0,0.3562815763140213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3909534726980408,"(-4.911735, 51.613172)",UKBMS_loc-0336,corine_frac_523,corine_frac_321,corine_frac_231,corine_frac_311,corine_frac_242
9.7,7.300000000000001,36.0,44.91,20.8,1.0,19.8,5.4,14.0,15.6,4.3,840.0,97.0,49.0,22.0,278.0,161.0,163.0,258.0,0.0,0.0814214126070876,0.0024723955683452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341385131874174,0.0,0.0,0.0,0.0,0.0,0.4920291366792231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899385419579266,"(-2.248755, 50.623937)",UKBMS_loc-0337,corine_frac_231,corine_frac_211,corine_frac_523,corine_frac_112,corine_frac_121
10.0,7.6,37.0,47.56,21.5,1.0,20.5,7.6,14.6,16.2,4.2,725.0,83.0,45.0,24.0,240.0,140.0,144.0,203.0,0.0,0.1324355270638962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096947118808223,0.0,0.0,0.0,0.0,0.0,0.4934798356220871,0.0,0.0,0.0,0.0,0.2643899254331943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.494135, 50.894317)",UKBMS_loc-0338,corine_frac_231,corine_frac_311,corine_frac_112,corine_frac_211,corine_frac_312
10.2,7.7,37.0,45.7,21.700000000000003,1.3,20.4,5.6000000000000005,14.7,16.2,4.6000000000000005,784.0,88.0,44.0,23.0,258.0,150.0,153.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5658592746734248,0.3870401899345499,0.0,0.0471005353920252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(-1.554013, 50.839176)",UKBMS_loc-0340,corine_frac_311,corine_frac_312,corine_frac_321,corine_frac_332,corine_frac_523
